Group,,Calculated Quantities,,,,,,,Geometry Calculations,,,User Categorised Properties
Unit Type,,Length,Length,Length,Area,Area,Volume,Area,Numeric,Numeric,Numeric,Text
Unit,,m,m,m,m2,m2,m3,m2,Ea.,Ea.,Ea.,
Owner ID,Property Owner Type,Bounding Box Height,Bounding Box Length,Bounding Box Width,Calculated Gross Area,Calculated Surface Area,Calculated Volume,Largest Projected Area,Max Z,Min Z,Triangle Count,Target Category
bf59237f-3ed1-a946-0000-000000000131,Element,1,20.27,10.56,439.23,439.23,52.89,0,160.67,159.67,60,ROAD
bf59237f-3ed1-a946-0000-000000000135,Element,0.5,20.03,1.56,70.52,70.52,8.46,0,160.04,159.53,100,ROAD
bf59237f-3ed1-a946-0000-000000000136,Element,0.36,20.03,1.33,56.90,56.90,4.65,0,160.2,159.84,68,ROAD
bf59237f-3ed1-a946-0000-00000000013f,Element,0.7,2.52,0.00,2.37,2.37,0.00,0,159.61,158.91,12,ROAD
bf59237f-3ed1-a946-0000-000000000140,Element,0.82,15.24,2.55,90.96,90.96,18.04,0,159.96,159.13,46,ROAD
bf59237f-3ed1-a946-0000-000000000141,Element,0.82,20.32,2.58,120.50,120.50,24.06,0,160.95,160.13,68,ROAD
bf59237f-3ed1-a946-0000-000000000151,Element,0.67,24.96,8.08,400.90,400.90,7.95,0,163.58,162.91,64,ROAD
bf59237f-3ed1-a946-0000-000000000152,Element,0.7,24.96,8.08,402.87,402.87,13.91,0,163.54,162.84,64,ROAD
bf59237f-3ed1-a946-0000-000000000153,Element,0.7,24.96,8.08,402.87,402.87,13.91,0,163.47,162.77,64,ROAD
bf59237f-3ed1-a946-0000-000000000154,Element,0.83,24.96,8.08,411.41,411.41,39.76,0,163.4,162.57,64,ROAD
bf59237f-3ed1-a946-0000-000000000155,Element,1.03,24.96,10.58,539.68,539.68,65.13,0,163.2,162.17,64,ROAD
bf59237f-3ed1-a946-0000-000000000156,Element,0.34,24.74,2.58,125.91,125.91,2.47,0,163.1,162.76,64,ROAD
bf59237f-3ed1-a946-0000-000000000157,Element,0.37,24.74,2.58,127.55,127.55,4.32,0,163.06,162.69,64,ROAD
bf59237f-3ed1-a946-0000-000000000158,Element,0.57,24.74,2.58,138.43,138.43,16.67,0,162.99,162.42,64,ROAD
bf59237f-3ed1-a946-0000-00000000015c,Element,0.76,14.8,0.89,44.00,44.00,6.28,0,161.22,160.46,74,ROAD
bf59237f-3ed1-a946-0000-000000000163,Element,0.64,24.67,0.76,57.66,57.66,7.97,0,162.77,162.13,70,ROAD
bf59237f-3ed1-a946-0000-000000000169,Element,0.82,24.65,1.95,113.23,113.23,20.26,0,162.92,162.1,74,ROAD
bf59237f-3ed1-a946-0000-000000000172,Element,0.67,25.26,8.08,405.80,405.80,8.05,0,164.06,163.39,64,ROAD
bf59237f-3ed1-a946-0000-000000000173,Element,0.7,25.26,8.08,407.79,407.79,14.08,0,164.02,163.32,64,ROAD
bf59237f-3ed1-a946-0000-000000000174,Element,0.34,25.33,2.58,128.92,128.92,2.53,0,164.21,163.87,64,ROAD
bf59237f-3ed1-a946-0000-000000000175,Element,0.7,25.26,8.08,407.79,407.79,14.08,0,163.95,163.25,64,ROAD
bf59237f-3ed1-a946-0000-000000000176,Element,0.37,25.33,2.58,130.59,130.59,4.43,0,164.17,163.8,64,ROAD
bf59237f-3ed1-a946-0000-000000000177,Element,0.83,25.26,8.08,416.41,416.41,40.24,0,163.88,163.05,64,ROAD
bf59237f-3ed1-a946-0000-000000000178,Element,0.57,25.33,2.58,141.71,141.71,17.07,0,164.1,163.53,64,ROAD
bf59237f-3ed1-a946-0000-000000000179,Element,0.91,10.5,5.07,113.77,113.77,13.23,0,160.7,159.79,24,ROAD
bf59237f-3ed1-a946-0000-00000000017d,Element,0.53,25.04,1.59,87.93,87.93,10.58,0,163.2,162.66,108,ROAD
bf59237f-3ed1-a946-0000-00000000017e,Element,0.39,25.04,1.36,71.00,71.00,5.81,0,163.37,162.97,74,ROAD
bf59237f-3ed1-a946-0000-000000000187,Element,0.85,25.4,2.60,150.02,150.02,30.07,0,164.11,163.26,74,ROAD
bf59237f-3ed1-a946-0000-000000001288,Element,0.52,24.96,0.16,22.35,22.35,0.74,0,163.31,162.79,90,ROAD
bf59237f-3ed1-a946-0000-000000002314,Element,0.82,25,0.24,30.42,30.42,2.19,0,149.97,149.15,36,ROAD
bf59237f-3ed1-a946-0000-000000002317,Element,0.65,25,1.23,68.08,68.08,5.12,0,150.03,149.38,36,ROAD
bf59237f-3ed1-a946-0000-000000002318,Element,0.86,25,1.51,90.47,90.47,11.14,0,149.86,149,48,ROAD
bf59237f-3ed1-a946-0000-00000000231c,Element,1.13,25,10.50,548.72,548.72,86.30,0,150.12,149,36,ROAD
bf59237f-3ed1-a946-0000-00000000231d,Element,0.79,25,2.50,139.91,139.91,16.88,0,150.39,149.61,36,ROAD
bf59237f-3ed1-a946-0000-00000000231e,Element,0.86,25,8.00,413.39,413.39,40.00,0,150.26,149.41,36,ROAD
bf59237f-3ed1-a946-0000-00000000231f,Element,0.59,25,2.50,128.91,128.91,4.38,0,150.46,149.88,36,ROAD
bf59237f-3ed1-a946-0000-000000002320,Element,0.73,25,8.00,404.81,404.81,14.00,0,150.33,149.61,36,ROAD
bf59237f-3ed1-a946-0000-000000002321,Element,0.56,25,2.50,127.26,127.26,2.50,0,150.5,149.95,36,ROAD
bf59237f-3ed1-a946-0000-000000002322,Element,0.73,25,8.00,404.81,404.81,14.00,0,150.4,149.68,36,ROAD
bf59237f-3ed1-a946-0000-000000002323,Element,0.7,25,8.00,402.83,402.83,8.00,0,150.44,149.75,36,ROAD
bf59237f-3ed1-a946-0000-000000002326,Element,1.1,25,0.86,73.18,73.18,10.37,0,149.95,148.85,56,ROAD
bf59237f-3ed1-a946-0000-00000000232a,Element,0.79,25,2.50,139.91,139.91,16.88,0,149.93,149.14,36,ROAD
bf59237f-3ed1-a946-0000-00000000232b,Element,0.59,25,2.50,128.91,128.91,4.37,0,150,149.41,36,ROAD
bf59237f-3ed1-a946-0000-00000000232c,Element,0.56,25,2.50,127.26,127.26,2.50,0,150.04,149.48,36,ROAD
bf59237f-3ed1-a946-0000-00000000232d,Element,1.13,25,10.50,548.72,548.72,86.30,0,149.86,148.74,36,ROAD
bf59237f-3ed1-a946-0000-00000000232e,Element,0.86,25,8.00,413.38,413.38,40.00,0,150.06,149.21,36,ROAD
bf59237f-3ed1-a946-0000-00000000232f,Element,0.73,25,8.00,404.81,404.81,14.00,0,150.13,149.41,36,ROAD
bf59237f-3ed1-a946-0000-000000002330,Element,0.73,25,8.00,404.80,404.80,14.00,0,150.2,149.48,36,ROAD
bf59237f-3ed1-a946-0000-000000002331,Element,0.7,25,8.00,402.83,402.83,8.00,0,150.24,149.55,36,ROAD
bf59237f-3ed1-a946-0000-000000002339,Element,0.82,25,0.24,30.42,30.42,2.19,0,150.43,149.6,44,ROAD
bf59237f-3ed1-a946-0000-00000000233c,Element,0.65,25,1.23,68.08,68.08,5.12,0,150.48,149.83,44,ROAD
bf59237f-3ed1-a946-0000-00000000233d,Element,0.86,25,1.51,90.47,90.47,11.15,0,150.32,149.45,56,ROAD
bf59237f-3ed1-a946-0000-000000002341,Element,1.13,25,10.50,548.74,548.74,86.30,0,150.58,149.45,44,ROAD
bf59237f-3ed1-a946-0000-000000002342,Element,0.79,25,2.50,139.91,139.91,16.88,0,150.85,150.06,44,ROAD
bf59237f-3ed1-a946-0000-000000002343,Element,0.86,25,8.00,413.41,413.41,40.00,0,150.72,149.86,44,ROAD
bf59237f-3ed1-a946-0000-000000002344,Element,0.59,25,2.50,128.91,128.91,4.38,0,150.92,150.33,44,ROAD
bf59237f-3ed1-a946-0000-000000002345,Element,0.73,25,8.00,404.83,404.83,14.00,0,150.79,150.06,44,ROAD
bf59237f-3ed1-a946-0000-000000002346,Element,0.56,25,2.50,127.26,127.26,2.50,0,150.96,150.4,44,ROAD
bf59237f-3ed1-a946-0000-000000002347,Element,0.73,25,8.00,404.83,404.83,14.00,0,150.86,150.13,44,ROAD
bf59237f-3ed1-a946-0000-000000002348,Element,0.7,25,8.00,402.85,402.85,8.00,0,150.9,150.2,44,ROAD
bf59237f-3ed1-a946-0000-00000000234b,Element,1.1,25,0.86,73.18,73.18,10.37,0,150.41,149.3,68,ROAD
bf59237f-3ed1-a946-0000-00000000234f,Element,0.79,25,2.50,139.91,139.91,16.88,0,150.39,149.6,44,ROAD
bf59237f-3ed1-a946-0000-000000002350,Element,0.59,25,2.50,128.91,128.91,4.37,0,150.46,149.87,44,ROAD
bf59237f-3ed1-a946-0000-000000002351,Element,0.56,25,2.50,127.26,127.26,2.50,0,150.5,149.94,44,ROAD
bf59237f-3ed1-a946-0000-000000002352,Element,1.13,25,10.50,548.73,548.73,86.30,0,150.32,149.19,44,ROAD
bf59237f-3ed1-a946-0000-000000002353,Element,0.86,25,8.00,413.40,413.40,40.00,0,150.52,149.66,44,ROAD
bf59237f-3ed1-a946-0000-000000002354,Element,0.73,25,8.00,404.82,404.82,14.00,0,150.59,149.86,44,ROAD
bf59237f-3ed1-a946-0000-000000002355,Element,0.73,25,8.00,404.82,404.82,14.00,0,150.66,149.93,44,ROAD
bf59237f-3ed1-a946-0000-000000002356,Element,0.7,25,8.00,402.84,402.84,8.00,0,150.7,150,44,ROAD
bf59237f-3ed1-a946-0000-00000000235f,Element,0.82,25,0.24,30.43,30.43,2.19,0,150.88,150.06,28,ROAD
bf59237f-3ed1-a946-0000-000000002362,Element,0.65,25,1.23,68.08,68.08,5.12,0,150.94,150.29,22,ROAD
bf59237f-3ed1-a946-0000-000000002363,Element,0.86,25,1.51,90.46,90.46,11.14,0,150.77,149.91,34,ROAD
bf59237f-3ed1-a946-0000-000000002367,Element,1.13,25,10.50,548.72,548.72,86.30,0,151.03,149.91,22,ROAD
bf59237f-3ed1-a946-0000-000000002368,Element,0.79,25,2.50,139.91,139.91,16.88,0,151.3,150.52,22,ROAD
bf59237f-3ed1-a946-0000-000000002369,Element,0.86,25,8.00,413.39,413.39,40.00,0,151.17,150.32,22,ROAD
bf59237f-3ed1-a946-0000-00000000236a,Element,0.59,25,2.50,128.91,128.91,4.38,0,151.37,150.79,22,ROAD
bf59237f-3ed1-a946-0000-00000000236b,Element,0.73,25,8.00,404.81,404.81,14.00,0,151.24,150.52,22,ROAD
bf59237f-3ed1-a946-0000-00000000236c,Element,0.56,25,2.50,127.26,127.26,2.50,0,151.41,150.86,22,ROAD
bf59237f-3ed1-a946-0000-00000000236d,Element,0.73,25,8.00,404.81,404.81,14.00,0,151.31,150.59,22,ROAD
bf59237f-3ed1-a946-0000-00000000236e,Element,0.7,25,8.00,402.83,402.83,8.00,0,151.35,150.66,22,ROAD
bf59237f-3ed1-a946-0000-000000002371,Element,1.1,25,0.86,73.17,73.17,10.37,0,150.86,149.76,34,ROAD
bf59237f-3ed1-a946-0000-000000002375,Element,0.79,25,2.50,139.91,139.91,16.88,0,150.84,150.05,26,ROAD
bf59237f-3ed1-a946-0000-000000002376,Element,0.59,25,2.50,128.91,128.91,4.37,0,150.91,150.32,26,ROAD
bf59237f-3ed1-a946-0000-000000002377,Element,0.56,25,2.50,127.26,127.26,2.50,0,150.95,150.39,26,ROAD
bf59237f-3ed1-a946-0000-000000002378,Element,1.13,25,10.50,548.72,548.72,86.30,0,150.77,149.65,26,ROAD
bf59237f-3ed1-a946-0000-000000002379,Element,0.86,25,8.00,413.39,413.39,40.00,0,150.97,150.12,26,ROAD
bf59237f-3ed1-a946-0000-00000000237a,Element,0.73,25,8.00,404.81,404.81,14.00,0,151.04,150.32,26,ROAD
bf59237f-3ed1-a946-0000-00000000237b,Element,0.73,25,8.00,404.81,404.81,14.00,0,151.11,150.39,26,ROAD
bf59237f-3ed1-a946-0000-00000000237c,Element,0.7,25,8.00,402.83,402.83,8.00,0,151.15,150.46,26,ROAD
bf59237f-3ed1-a946-0000-000000002385,Element,0.82,25,0.24,30.41,30.41,2.19,0,151.34,150.51,12,ROAD
bf59237f-3ed1-a946-0000-000000002388,Element,0.65,25,1.23,68.07,68.07,5.12,0,151.39,150.74,12,ROAD
bf59237f-3ed1-a946-0000-000000002389,Element,0.86,25,1.51,90.46,90.46,11.14,0,151.23,150.36,16,ROAD
bf59237f-3ed1-a946-0000-00000000238d,Element,1.13,25,10.50,548.71,548.71,86.30,0,151.49,150.36,12,ROAD
bf59237f-3ed1-a946-0000-00000000238e,Element,0.79,25,2.50,139.91,139.91,16.87,0,151.76,150.97,12,ROAD
bf59237f-3ed1-a946-0000-00000000238f,Element,0.85,25,8.00,413.38,413.38,40.00,0,151.63,150.77,12,ROAD
bf59237f-3ed1-a946-0000-000000002390,Element,0.59,25,2.50,128.91,128.91,4.37,0,151.83,151.24,12,ROAD
bf59237f-3ed1-a946-0000-000000002391,Element,0.73,25,8.00,404.81,404.81,14.00,0,151.7,150.97,12,ROAD
bf59237f-3ed1-a946-0000-000000002392,Element,0.56,25,2.50,127.26,127.26,2.50,0,151.87,151.31,12,ROAD
bf59237f-3ed1-a946-0000-000000002393,Element,0.73,25,8.00,404.80,404.80,14.00,0,151.77,151.04,12,ROAD
bf59237f-3ed1-a946-0000-000000002394,Element,0.7,25,8.00,402.83,402.83,8.00,0,151.81,151.11,12,ROAD
bf59237f-3ed1-a946-0000-000000002397,Element,1.1,25,0.86,73.17,73.17,10.37,0,151.32,150.21,20,ROAD
bf59237f-3ed1-a946-0000-00000000239b,Element,0.79,25,2.50,139.90,139.90,16.87,0,151.3,150.51,12,ROAD
bf59237f-3ed1-a946-0000-00000000239c,Element,0.59,25,2.50,128.90,128.90,4.37,0,151.37,150.78,12,ROAD
bf59237f-3ed1-a946-0000-00000000239d,Element,0.56,25,2.50,127.25,127.25,2.50,0,151.41,150.85,12,ROAD
bf59237f-3ed1-a946-0000-00000000239e,Element,1.13,25,10.50,548.71,548.71,86.30,0,151.23,150.1,12,ROAD
bf59237f-3ed1-a946-0000-00000000239f,Element,0.85,25,8.00,413.39,413.39,40.00,0,151.43,150.57,12,ROAD
bf59237f-3ed1-a946-0000-0000000023a0,Element,0.73,25,8.00,404.81,404.81,14.00,0,151.5,150.77,12,ROAD
bf59237f-3ed1-a946-0000-0000000023a1,Element,0.73,25,8.00,404.81,404.81,14.00,0,151.57,150.84,12,ROAD
bf59237f-3ed1-a946-0000-0000000023a2,Element,0.7,25,8.00,402.83,402.83,8.00,0,151.61,150.91,12,ROAD
bf59237f-3ed1-a946-0000-0000000023aa,Element,0.82,25,0.24,30.41,30.41,2.19,0,151.79,150.97,46,ROAD
bf59237f-3ed1-a946-0000-0000000023ad,Element,0.65,25,1.23,68.08,68.08,5.12,0,151.85,151.2,40,ROAD
bf59237f-3ed1-a946-0000-0000000023b1,Element,1.13,25,10.50,548.71,548.71,86.29,0,151.95,150.82,42,ROAD
bf59237f-3ed1-a946-0000-0000000023b2,Element,0.79,25,2.50,139.91,139.91,16.87,0,152.22,151.43,42,ROAD
bf59237f-3ed1-a946-0000-0000000023b3,Element,0.86,25,8.00,413.39,413.39,40.00,0,152.08,151.23,46,ROAD
bf59237f-3ed1-a946-0000-0000000023b4,Element,0.59,25,2.50,128.91,128.91,4.38,0,152.29,151.7,42,ROAD
bf59237f-3ed1-a946-0000-0000000023b5,Element,0.73,25,8.00,404.81,404.81,14.00,0,152.15,151.43,46,ROAD
bf59237f-3ed1-a946-0000-0000000023b6,Element,0.56,25,2.50,127.26,127.26,2.50,0,152.33,151.77,42,ROAD
bf59237f-3ed1-a946-0000-0000000023b7,Element,0.73,25,8.00,404.81,404.81,14.00,0,152.22,151.5,46,ROAD
bf59237f-3ed1-a946-0000-0000000023b8,Element,0.7,25,8.00,402.83,402.83,8.00,0,152.26,151.57,46,ROAD
bf59237f-3ed1-a946-0000-0000000023bb,Element,1.1,25,0.86,73.19,73.19,10.37,0,151.77,150.67,60,ROAD
bf59237f-3ed1-a946-0000-0000000023bf,Element,0.79,25,2.50,139.91,139.91,16.87,0,151.75,150.96,46,ROAD
bf59237f-3ed1-a946-0000-0000000023c0,Element,0.59,25,2.50,128.91,128.91,4.37,0,151.82,151.23,46,ROAD
bf59237f-3ed1-a946-0000-0000000023c1,Element,0.56,25,2.50,127.26,127.26,2.50,0,151.86,151.3,46,ROAD
bf59237f-3ed1-a946-0000-0000000023c2,Element,1.13,25,10.50,548.72,548.72,86.29,0,151.68,150.56,46,ROAD
bf59237f-3ed1-a946-0000-0000000023c3,Element,0.86,25,8.00,413.42,413.42,40.00,0,151.88,151.03,50,ROAD
bf59237f-3ed1-a946-0000-0000000023c4,Element,0.73,25,8.00,404.83,404.83,14.00,0,151.95,151.23,50,ROAD
bf59237f-3ed1-a946-0000-0000000023c5,Element,0.73,25,8.00,404.83,404.83,14.00,0,152.02,151.3,50,ROAD
bf59237f-3ed1-a946-0000-0000000023c6,Element,0.7,25,8.00,402.85,402.85,8.00,0,152.06,151.37,50,ROAD
bf59237f-3ed1-a946-0000-0000000023cf,Element,0.82,24.99,0.25,30.42,30.42,2.19,0,152.25,151.42,76,ROAD
bf59237f-3ed1-a946-0000-0000000023d2,Element,0.93,18.96,0.87,55.76,55.76,7.89,0,152.13,151.21,80,ROAD
bf59237f-3ed1-a946-0000-0000000023d6,Element,0.63,18.97,2.51,106.46,106.46,12.80,0,152.13,151.5,52,ROAD
bf59237f-3ed1-a946-0000-0000000023d7,Element,0.43,18.97,2.51,97.87,97.87,3.32,0,152.2,151.77,52,ROAD
bf59237f-3ed1-a946-0000-0000000023d8,Element,0.4,18.97,2.51,96.59,96.59,1.90,0,152.24,151.84,52,ROAD
bf59237f-3ed1-a946-0000-0000000023d9,Element,1.02,18.99,10.51,416.43,416.43,59.52,0,152.14,151.12,52,ROAD
bf59237f-3ed1-a946-0000-0000000023da,Element,0.77,18.99,8.01,314.68,314.68,30.37,0,152.34,151.57,52,ROAD
bf59237f-3ed1-a946-0000-0000000023db,Element,0.64,18.99,8.01,307.66,307.66,10.63,0,152.41,151.77,52,ROAD
bf59237f-3ed1-a946-0000-0000000023dc,Element,0.64,18.99,8.01,307.66,307.66,10.63,0,152.48,151.84,52,ROAD
bf59237f-3ed1-a946-0000-0000000023dd,Element,0.61,18.99,8.01,306.04,306.04,6.07,0,152.52,151.91,52,ROAD
bf59237f-3ed1-a946-0000-0000000023e2,Element,0.55,19.01,1.24,52.19,52.19,3.98,0,152.3,151.76,60,ROAD
bf59237f-3ed1-a946-0000-0000000023e3,Element,0.73,19.01,1.52,67.36,67.36,8.39,0,152.14,151.41,88,ROAD
bf59237f-3ed1-a946-0000-0000000023e7,Element,0.75,19.04,2.51,106.88,106.88,12.85,0,152.76,152.01,52,ROAD
bf59237f-3ed1-a946-0000-0000000023e8,Element,0.82,19.03,8.01,315.31,315.31,30.43,0,152.61,151.79,52,ROAD
bf59237f-3ed1-a946-0000-0000000023e9,Element,0.55,19.04,2.51,98.27,98.27,3.33,0,152.83,152.28,52,ROAD
bf59237f-3ed1-a946-0000-0000000023ea,Element,0.69,19.03,8.01,308.29,308.29,10.65,0,152.68,151.99,52,ROAD
bf59237f-3ed1-a946-0000-0000000023eb,Element,0.52,19.04,2.51,96.98,96.98,1.90,0,152.87,152.35,52,ROAD
bf59237f-3ed1-a946-0000-0000000023ec,Element,0.69,19.03,8.01,308.29,308.29,10.65,0,152.75,152.06,52,ROAD
bf59237f-3ed1-a946-0000-0000000023ed,Element,0.66,19.03,8.01,306.67,306.67,6.09,0,152.79,152.13,52,ROAD
bf59237f-3ed1-a946-0000-0000000023f4,Element,0.82,24.99,0.27,30.41,30.41,2.19,0,152.7,151.88,94,ROAD
bf59237f-3ed1-a946-0000-0000000023f7,Element,1.02,24.87,0.90,73.02,73.02,10.41,0,152.5,151.48,122,ROAD
bf59237f-3ed1-a946-0000-0000000023fb,Element,0.74,24.9,2.53,139.33,139.33,16.80,0,152.52,151.78,80,ROAD
bf59237f-3ed1-a946-0000-0000000023fc,Element,0.54,24.9,2.53,128.37,128.37,4.36,0,152.59,152.05,80,ROAD
bf59237f-3ed1-a946-0000-0000000023fd,Element,0.51,24.9,2.53,126.73,126.73,2.49,0,152.63,152.12,80,ROAD
bf59237f-3ed1-a946-0000-0000000023fe,Element,1.13,24.98,10.53,542.00,542.00,63.78,0,152.59,151.47,84,ROAD
bf59237f-3ed1-a946-0000-0000000023ff,Element,0.93,24.98,8.03,412.61,412.61,39.91,0,152.79,151.86,80,ROAD
bf59237f-3ed1-a946-0000-000000002400,Element,0.8,24.98,8.03,404.04,404.04,13.97,0,152.86,152.06,80,ROAD
bf59237f-3ed1-a946-0000-000000002401,Element,0.8,24.98,8.03,404.04,404.04,13.97,0,152.93,152.13,80,ROAD
bf59237f-3ed1-a946-0000-000000002402,Element,0.77,24.98,8.03,402.07,402.07,7.98,0,152.97,152.2,80,ROAD
bf59237f-3ed1-a946-0000-000000002407,Element,0.66,25.02,1.28,69.17,69.17,5.38,0,152.76,152.09,90,ROAD
bf59237f-3ed1-a946-0000-000000002408,Element,0.82,25.02,1.54,87.94,87.94,10.88,0,152.59,151.77,132,ROAD
bf59237f-3ed1-a946-0000-00000000240c,Element,0.9,25.13,2.53,140.60,140.60,16.95,0,153.31,152.41,80,ROAD
bf59237f-3ed1-a946-0000-00000000240d,Element,1,25.1,8.03,414.54,414.54,40.10,0,153.13,152.14,80,ROAD
bf59237f-3ed1-a946-0000-00000000240e,Element,0.7,25.13,2.53,129.56,129.56,4.39,0,153.38,152.68,80,ROAD
bf59237f-3ed1-a946-0000-00000000240f,Element,0.87,25.1,8.03,405.95,405.95,14.03,0,153.2,152.34,80,ROAD
bf59237f-3ed1-a946-0000-000000002410,Element,0.67,25.13,2.53,127.90,127.90,2.51,0,153.42,152.75,80,ROAD
bf59237f-3ed1-a946-0000-000000002411,Element,0.87,25.1,8.03,405.95,405.95,14.03,0,153.27,152.41,80,ROAD
bf59237f-3ed1-a946-0000-000000002412,Element,0.84,25.1,8.03,403.96,403.96,8.02,0,153.31,152.48,80,ROAD
bf59237f-3ed1-a946-0000-000000002418,Element,0.82,24.98,0.29,30.39,30.39,2.19,0,153.16,152.33,90,ROAD
bf59237f-3ed1-a946-0000-00000000241b,Element,1.03,24.79,0.92,72.92,72.92,10.43,0,152.86,151.83,102,ROAD
bf59237f-3ed1-a946-0000-00000000241f,Element,0.76,24.83,2.55,138.96,138.96,16.75,0,152.9,152.14,64,ROAD
bf59237f-3ed1-a946-0000-000000002420,Element,0.56,24.83,2.55,128.03,128.03,4.34,0,152.97,152.41,64,ROAD
bf59237f-3ed1-a946-0000-000000002421,Element,0.53,24.83,2.55,126.39,126.39,2.48,0,153.01,152.48,64,ROAD
bf59237f-3ed1-a946-0000-000000002422,Element,1.15,24.97,10.55,540.86,540.86,65.31,0,153.05,151.89,64,ROAD
bf59237f-3ed1-a946-0000-000000002423,Element,1,24.97,8.05,412.13,412.13,39.85,0,153.25,152.25,64,ROAD
bf59237f-3ed1-a946-0000-000000002424,Element,0.87,24.97,8.05,403.57,403.57,13.95,0,153.32,152.45,64,ROAD
bf59237f-3ed1-a946-0000-000000002425,Element,0.87,24.97,8.05,403.57,403.57,13.95,0,153.39,152.52,64,ROAD
bf59237f-3ed1-a946-0000-000000002426,Element,0.84,24.97,8.05,401.60,401.60,7.97,0,153.43,152.59,64,ROAD
bf59237f-3ed1-a946-0000-00000000242b,Element,0.68,25.02,1.31,69.90,69.90,5.55,0,153.21,152.54,74,ROAD
bf59237f-3ed1-a946-0000-00000000242c,Element,0.83,25.03,1.56,87.87,87.87,10.75,0,153.05,152.22,108,ROAD
bf59237f-3ed1-a946-0000-000000002430,Element,0.92,25.21,2.55,141.06,141.06,17.00,0,153.86,152.93,64,ROAD
bf59237f-3ed1-a946-0000-000000002431,Element,1.07,25.16,8.05,415.29,415.29,40.15,0,153.66,152.59,64,ROAD
bf59237f-3ed1-a946-0000-000000002432,Element,0.72,25.21,2.55,129.98,129.98,4.41,0,153.93,153.2,64,ROAD
bf59237f-3ed1-a946-0000-000000002433,Element,0.94,25.16,8.05,406.68,406.68,14.05,0,153.73,152.79,64,ROAD
bf59237f-3ed1-a946-0000-000000002434,Element,0.69,25.21,2.55,128.32,128.32,2.52,0,153.97,153.27,64,ROAD
bf59237f-3ed1-a946-0000-000000002435,Element,0.94,25.16,8.05,406.68,406.68,14.05,0,153.8,152.86,64,ROAD
bf59237f-3ed1-a946-0000-000000002436,Element,0.91,25.16,8.05,404.70,404.70,8.03,0,153.84,152.93,64,ROAD
bf59237f-3ed1-a946-0000-00000000243d,Element,0.82,24.97,0.31,30.37,30.37,2.18,0,153.61,152.79,118,ROAD
bf59237f-3ed1-a946-0000-000000002440,Element,1.03,24.71,0.94,72.82,72.82,10.46,0,153.23,152.19,150,ROAD
bf59237f-3ed1-a946-0000-000000002444,Element,0.79,24.77,2.57,138.61,138.61,16.70,0,153.29,152.51,92,ROAD
bf59237f-3ed1-a946-0000-000000002445,Element,0.59,24.77,2.57,127.72,127.72,4.33,0,153.36,152.78,92,ROAD
bf59237f-3ed1-a946-0000-000000002446,Element,0.56,24.77,2.57,126.08,126.08,2.47,0,153.4,152.85,92,ROAD
bf59237f-3ed1-a946-0000-000000002447,Element,1.25,24.96,10.57,540.13,540.13,65.20,0,153.5,152.26,92,ROAD
bf59237f-3ed1-a946-0000-000000002448,Element,1.07,24.96,8.07,411.70,411.70,39.79,0,153.7,152.63,92,ROAD
bf59237f-3ed1-a946-0000-000000002449,Element,0.94,24.96,8.07,403.15,403.15,13.93,0,153.77,152.83,92,ROAD
bf59237f-3ed1-a946-0000-00000000244a,Element,0.94,24.96,8.07,403.15,403.15,13.93,0,153.84,152.9,92,ROAD
bf59237f-3ed1-a946-0000-00000000244b,Element,0.91,24.96,8.07,401.18,401.18,7.96,0,153.88,152.97,92,ROAD
bf59237f-3ed1-a946-0000-000000002450,Element,0.69,25.04,1.34,70.65,70.65,5.73,0,153.67,152.98,104,ROAD
bf59237f-3ed1-a946-0000-000000002451,Element,0.83,25.04,1.58,87.92,87.92,10.63,0,153.5,152.67,152,ROAD
bf59237f-3ed1-a946-0000-000000002455,Element,0.94,25.29,2.57,141.53,141.53,17.05,0,154.4,153.46,92,ROAD
bf59237f-3ed1-a946-0000-000000002456,Element,1.14,25.23,8.07,416.11,416.11,40.21,0,154.18,153.05,92,ROAD
bf59237f-3ed1-a946-0000-000000002457,Element,0.74,25.29,2.57,130.42,130.42,4.42,0,154.47,153.73,92,ROAD
bf59237f-3ed1-a946-0000-000000002458,Element,1.01,25.23,8.07,407.50,407.50,14.08,0,154.25,153.25,92,ROAD
bf59237f-3ed1-a946-0000-000000002459,Element,0.71,25.29,2.57,128.76,128.76,2.53,0,154.51,153.8,92,ROAD
bf59237f-3ed1-a946-0000-00000000245a,Element,1.01,25.23,8.07,407.50,407.50,14.08,0,154.32,153.32,92,ROAD
bf59237f-3ed1-a946-0000-00000000245b,Element,0.98,25.23,8.07,405.51,405.51,8.04,0,154.36,153.39,92,ROAD
bf59237f-3ed1-a946-0000-000000002462,Element,0.82,24.97,0.32,30.34,30.34,2.18,0,154.07,153.24,100,ROAD
bf59237f-3ed1-a946-0000-000000002465,Element,1.13,24.67,0.94,72.77,72.77,10.47,0,153.68,152.55,120,ROAD
bf59237f-3ed1-a946-0000-000000002469,Element,0.88,24.74,2.58,138.46,138.46,16.68,0,153.75,152.87,72,ROAD
bf59237f-3ed1-a946-0000-00000000246a,Element,0.68,24.74,2.58,127.58,127.58,4.32,0,153.82,153.14,72,ROAD
bf59237f-3ed1-a946-0000-00000000246b,Element,0.65,24.74,2.58,125.94,125.94,2.47,0,153.86,153.21,72,ROAD
