Group,,Calculated Quantities,,,,,,,Geometry Calculations,,,User Categorised Properties
Unit Type,,Length,Length,Length,Area,Area,Volume,Area,Numeric,Numeric,Numeric,Text
Unit,,m,m,m,m2,m2,m3,m2,Ea.,Ea.,Ea.,
Owner ID,Property Owner Type,Bounding Box Height,Bounding Box Length,Bounding Box Width,Calculated Gross Area,Calculated Surface Area,Calculated Volume,Largest Projected Area,Max Z,Min Z,Triangle Count,Target Category
a327ab58-8b35-eff0-0000-000000000186,Element,0.34,11.87,0.24,10.89,10.89,0.63,0,164.14,163.8,36,SLAB
a327ab58-8b35-eff0-0000-000000000191,Element,0.35,11.87,0.68,22.93,22.93,1.32,0,163.84,163.49,40,SLAB
a327ab58-8b35-eff0-0000-00000000019a,Element,0.36,13.14,0.93,32.55,32.55,2.10,0,164.01,163.65,92,SLAB
a327ab58-8b35-eff0-0000-0000000001ad,Element,0.35,13.14,0.24,12.05,12.05,0.70,0,164.04,163.69,76,SLAB
a327ab58-8b35-eff0-0000-0000000001bf,Element,0.45,25,0.24,22.83,22.83,1.34,0,163.72,163.27,40,SLAB
a327ab58-8b35-eff0-0000-0000000001c7,Element,0.45,25,0.24,22.83,22.83,1.34,0,163.72,163.27,38,SLAB
a327ab58-8b35-eff0-0000-0000000001cf,Element,0.38,16.19,0.24,14.82,14.82,0.86,0,163.22,162.85,46,SLAB
a327ab58-8b35-eff0-0000-0000000001da,Element,0.29,5,0.68,9.79,9.79,0.56,0,162.79,162.5,20,SLAB
a327ab58-8b35-eff0-0000-0000000001e2,Element,0.39,16.19,0.68,31.20,31.20,1.81,0,162.97,162.58,56,SLAB
a327ab58-8b35-eff0-0000-0000000001e5,Element,0.33,10,0.68,19.36,19.36,1.11,0,162.7,162.37,20,SLAB
a327ab58-8b35-eff0-0000-0000000001f4,Element,0.38,10,1.00,24.50,24.50,1.22,0,162.67,162.29,56,SLAB
a327ab58-8b35-eff0-0000-0000000001f5,Element,0.4,10,1.00,25.31,25.31,1.12,0,162.59,162.19,28,SLAB
a327ab58-8b35-eff0-0000-0000000001fe,Element,0.38,16.19,0.24,14.82,14.82,0.86,0,163.22,162.85,46,SLAB
a327ab58-8b35-eff0-0000-000000000207,Element,0.41,20.79,0.24,19.00,19.00,1.11,0,162.84,162.43,50,SLAB
a327ab58-8b35-eff0-0000-00000000020b,Element,0.41,20.79,0.24,19.00,19.00,1.11,0,162.84,162.43,50,SLAB
a327ab58-8b35-eff0-0000-000000000216,Element,0.42,20.79,0.68,40.01,40.01,2.32,0,162.59,162.16,56,SLAB
a327ab58-8b35-eff0-0000-00000000021f,Element,0.47,20.79,1.00,50.67,50.67,2.54,0,162.55,162.08,154,SLAB
a327ab58-8b35-eff0-0000-000000000220,Element,0.49,20.79,1.00,52.38,52.38,2.33,0,162.47,161.98,84,SLAB
a327ab58-8b35-eff0-0000-000000000223,Element,0.38,15,0.68,28.93,28.93,1.67,0,162.5,162.12,44,SLAB
a327ab58-8b35-eff0-0000-00000000022d,Element,0.26,0.79,0.68,1.73,1.73,0.09,0,162.55,162.29,20,SLAB
a327ab58-8b35-eff0-0000-000000000237,Element,0.47,27.19,0.24,24.82,24.82,1.45,0,162.64,162.17,66,SLAB
a327ab58-8b35-eff0-0000-00000000023a,Element,0.47,27.19,0.24,24.82,24.82,1.45,0,162.64,162.17,74,SLAB
a327ab58-8b35-eff0-0000-000000000245,Element,0.36,14.62,0.24,13.39,13.39,0.78,0,162.04,161.68,36,SLAB
a327ab58-8b35-eff0-0000-000000000249,Element,0.36,14.62,0.24,13.39,13.39,0.78,0,162.04,161.68,36,SLAB
a327ab58-8b35-eff0-0000-000000000254,Element,0.37,14.62,0.68,28.20,28.20,1.63,0,161.78,161.41,44,SLAB
a327ab58-8b35-eff0-0000-00000000025d,Element,0.42,14.62,1.00,35.70,35.70,1.78,0,161.75,161.33,116,SLAB
a327ab58-8b35-eff0-0000-00000000025e,Element,0.44,14.62,1.00,36.90,36.90,1.64,0,161.67,161.23,60,SLAB
a327ab58-8b35-eff0-0000-000000000261,Element,0.25,0.68,0.00,0.22,0.22,0.00,0,162.12,161.87,8,SLAB
a327ab58-8b35-eff0-0000-000000000262,Element,0.37,14.62,0.68,28.20,28.20,1.63,0,161.74,161.37,40,SLAB
a327ab58-8b35-eff0-0000-00000000026f,Element,0.3,1,0.00,0.24,0.24,0.00,0,162.09,161.79,26,SLAB
a327ab58-8b35-eff0-0000-000000000270,Element,0.42,14.62,1.00,35.70,35.70,1.78,0,161.71,161.29,114,SLAB
a327ab58-8b35-eff0-0000-000000000271,Element,0.32,1,0.00,0.22,0.22,0.00,0,162.01,161.69,12,SLAB
a327ab58-8b35-eff0-0000-000000000272,Element,0.44,14.62,1.00,36.90,36.90,1.64,0,161.63,161.19,56,SLAB
a327ab58-8b35-eff0-0000-000000000276,Element,0.25,0.68,0.00,0.22,0.22,0.00,0,162.08,161.83,8,SLAB
a327ab58-8b35-eff0-0000-000000000280,Element,0.35,12.79,0.24,11.73,11.73,0.68,0,161.62,161.27,46,SLAB
a327ab58-8b35-eff0-0000-000000000283,Element,0.34,12.84,0.83,24.71,24.71,1.43,0,161.33,160.98,56,SLAB
a327ab58-8b35-eff0-0000-00000000028c,Element,0.39,12.85,1.15,31.28,31.28,1.56,0,161.29,160.9,146,SLAB
a327ab58-8b35-eff0-0000-00000000028d,Element,0.41,12.85,1.15,32.33,32.33,1.44,0,161.21,160.8,76,SLAB
a327ab58-8b35-eff0-0000-000000000291,Element,0.35,12.79,0.24,11.73,11.73,0.68,0,161.62,161.27,46,SLAB
a327ab58-8b35-eff0-0000-0000000002a2,Element,0.42,21.18,0.24,19.36,19.36,1.13,0,161.2,160.78,86,SLAB
a327ab58-8b35-eff0-0000-0000000002a5,Element,0.43,21.18,0.68,40.75,40.75,2.36,0,160.94,160.51,104,SLAB
a327ab58-8b35-eff0-0000-0000000002ae,Element,0.48,21.18,1.00,51.62,51.62,2.59,0,160.91,160.43,268,SLAB
a327ab58-8b35-eff0-0000-0000000002af,Element,0.5,21.18,1.00,53.36,53.36,2.38,0,160.83,160.33,150,SLAB
a327ab58-8b35-eff0-0000-0000000002b3,Element,0.42,21.18,0.24,19.36,19.36,1.13,0,161.2,160.78,86,SLAB
a327ab58-8b35-eff0-0000-0000000002c4,Element,0.45,25,0.24,22.83,22.83,1.33,0,160.78,160.33,24,SLAB
a327ab58-8b35-eff0-0000-0000000002c8,Element,0.45,25,0.24,22.83,22.83,1.34,0,160.78,160.33,48,SLAB
a327ab58-8b35-eff0-0000-0000000002d3,Element,0.33,10,0.68,19.36,19.36,1.12,0,160.48,160.15,24,SLAB
a327ab58-8b35-eff0-0000-0000000002dc,Element,0.38,10,1.00,24.50,24.50,1.22,0,160.45,160.07,80,SLAB
a327ab58-8b35-eff0-0000-0000000002dd,Element,0.4,10,1.00,25.31,25.31,1.12,0,160.37,159.97,38,SLAB
a327ab58-8b35-eff0-0000-0000000002e0,Element,0.46,25,0.68,48.06,48.06,2.79,0,160.52,160.06,60,SLAB
a327ab58-8b35-eff0-0000-0000000002e9,Element,0.51,25,1.00,60.88,60.88,3.05,0,160.49,159.98,168,SLAB
a327ab58-8b35-eff0-0000-0000000002ea,Element,0.53,25,1.00,62.94,62.94,2.81,0,160.41,159.88,84,SLAB
a327ab58-8b35-eff0-0000-0000000002ed,Element,0.33,10,0.68,19.36,19.36,1.12,0,160.36,160.02,28,SLAB
a327ab58-8b35-eff0-0000-0000000002f6,Element,0.38,10,1.00,24.50,24.50,1.22,0,160.33,159.94,86,SLAB
a327ab58-8b35-eff0-0000-0000000002f7,Element,0.4,10,1.00,25.31,25.31,1.12,0,160.25,159.84,44,SLAB
a327ab58-8b35-eff0-0000-000000000301,Element,0.35,13,0.24,11.92,11.92,0.69,0,159.52,159.17,48,SLAB
a327ab58-8b35-eff0-0000-000000000305,Element,0.35,13,0.24,11.92,11.92,0.69,0,159.52,159.17,48,SLAB
a327ab58-8b35-eff0-0000-000000000310,Element,0.38,15,0.68,28.93,28.93,1.67,0,160.31,159.94,20,SLAB
a327ab58-8b35-eff0-0000-000000000319,Element,0.43,15,1.00,36.63,36.63,1.83,0,160.28,159.86,56,SLAB
a327ab58-8b35-eff0-0000-00000000031a,Element,0.45,15,1.00,37.85,37.85,1.68,0,160.2,159.76,28,SLAB
a327ab58-8b35-eff0-0000-00000000031d,Element,0.36,12.98,0.68,25.06,25.06,1.45,0,159.26,158.9,68,SLAB
a327ab58-8b35-eff0-0000-000000000326,Element,0.41,12.98,1.00,31.73,31.73,1.58,0,159.23,158.82,156,SLAB
a327ab58-8b35-eff0-0000-000000000327,Element,0.43,12.98,1.00,32.78,32.78,1.46,0,159.15,158.72,96,SLAB
a327ab58-8b35-eff0-0000-00000000032b,Element,0.27,13.02,0.68,25.13,25.13,1.45,0,159.44,159.17,56,SLAB
a327ab58-8b35-eff0-0000-000000000334,Element,0.32,13.02,1.00,31.82,31.82,1.59,0,159.41,159.08,146,SLAB
a327ab58-8b35-eff0-0000-000000000335,Element,0.34,13.02,1.00,32.88,32.88,1.46,0,159.33,158.98,76,SLAB
a327ab58-8b35-eff0-0000-000000000338,Element,0.68,25.03,0.99,61.72,61.72,4.00,0,156.33,155.65,110,SLAB
a327ab58-8b35-eff0-0000-000000000346,Element,0.67,24.97,0.30,22.81,22.81,1.33,0,156.36,155.69,96,SLAB
a327ab58-8b35-eff0-0000-000000000349,Element,0.32,4.97,0.68,9.73,9.73,0.55,0,158.45,158.14,38,SLAB
a327ab58-8b35-eff0-0000-000000000351,Element,0.6,24.76,0.74,47.60,47.60,2.76,0,157.76,157.16,126,SLAB
a327ab58-8b35-eff0-0000-00000000035a,Element,0.37,4.97,1.00,12.29,12.29,0.61,0,158.42,158.05,118,SLAB
a327ab58-8b35-eff0-0000-00000000035b,Element,0.39,4.97,1.00,12.68,12.68,0.56,0,158.34,157.95,56,SLAB
a327ab58-8b35-eff0-0000-00000000035e,Element,0.65,24.74,1.06,60.23,60.23,3.02,0,157.73,157.08,378,SLAB
a327ab58-8b35-eff0-0000-00000000035f,Element,0.67,24.74,1.06,62.26,62.26,2.77,0,157.65,156.98,202,SLAB
a327ab58-8b35-eff0-0000-000000000363,Element,0.25,0.68,0.00,0.22,0.22,0.00,0,157.34,157.09,8,SLAB
a327ab58-8b35-eff0-0000-000000000368,Element,0.68,24.76,0.74,47.59,47.59,2.76,0,155.9,155.22,110,SLAB
a327ab58-8b35-eff0-0000-00000000036b,Element,0.65,0.91,0.00,0.58,0.58,0.00,0,158.99,158.34,34,SLAB
a327ab58-8b35-eff0-0000-00000000036e,Element,0.76,10.59,0.92,42.23,42.23,3.07,0,158.51,157.75,96,SLAB
a327ab58-8b35-eff0-0000-000000002a66,Element,1.22,30.44,1.66,57.83,57.83,3.35,0,163.46,162.24,374,SLAB
a327ab58-8b35-eff0-0000-000000002b20,Element,0.31,1,0.98,2.62,2.62,0.12,0,154.66,154.34,56,SLAB
a327ab58-8b35-eff0-0000-000000002b26,Element,0.33,1,0.98,2.68,2.68,0.11,0,154.58,154.24,28,SLAB
a327ab58-8b35-eff0-0000-000000002b50,Element,0.31,1.7,0.68,3.02,3.02,0.16,0,159.08,158.77,54,SLAB
a327ab58-8b35-eff0-0000-000000002b62,Element,0.39,29.55,0.68,56.77,56.77,3.29,0,154.68,154.29,296,SLAB
a327ab58-8b35-eff0-0000-000000002b92,Element,0.74,23.56,1.01,45.25,45.25,2.62,0,155.13,154.4,462,SLAB
a327ab58-8b35-eff0-0000-000000002be0,Element,0.79,23.41,1.33,56.93,56.93,2.85,0,155.08,154.3,1262,SLAB
a327ab58-8b35-eff0-0000-000000002be6,Element,0.81,23.41,1.33,58.85,58.85,2.62,0,155,154.2,662,SLAB
a327ab58-8b35-eff0-0000-000000002c04,Element,0.44,27.55,1.00,67.07,67.07,3.36,0,154.71,154.27,716,SLAB
a327ab58-8b35-eff0-0000-000000002c0a,Element,0.46,27.55,1.00,69.33,69.33,3.09,0,154.63,154.17,380,SLAB
a327ab58-8b35-eff0-0000-000000002c28,Element,0.44,29.55,1.00,71.92,71.92,3.61,0,154.63,154.19,746,SLAB
a327ab58-8b35-eff0-0000-000000002c2e,Element,0.46,29.55,1.00,74.35,74.35,3.32,0,154.55,154.09,396,SLAB
a327ab58-8b35-eff0-0000-000000002c76,Element,1.27,31.49,0.68,60.50,60.50,3.51,0,155.71,154.43,224,SLAB
a327ab58-8b35-eff0-0000-000000002cac,Element,1.32,31.49,1.00,76.65,76.65,3.84,0,155.73,154.41,566,SLAB
a327ab58-8b35-eff0-0000-000000002cb2,Element,1.34,31.49,1.00,79.25,79.25,3.53,0,155.65,154.31,300,SLAB
a327ab58-8b35-eff0-0000-000000002cca,Element,1.32,31.49,1.00,76.65,76.65,3.84,0,155.66,154.33,566,SLAB
a327ab58-8b35-eff0-0000-000000002cd0,Element,1.34,31.49,1.00,79.25,79.25,3.53,0,155.58,154.23,300,SLAB
a327ab58-8b35-eff0-0000-000000002d12,Element,0.57,7.04,0.68,13.70,13.70,0.78,0,158.87,158.3,54,SLAB
a327ab58-8b35-eff0-0000-000000002d48,Element,0.62,7.04,1.00,17.32,17.32,0.86,0,158.71,158.09,146,SLAB
a327ab58-8b35-eff0-0000-000000002d4e,Element,0.64,7.04,1.00,17.89,17.89,0.79,0,158.63,157.99,76,SLAB
a327ab58-8b35-eff0-0000-000000002d66,Element,0.62,7.04,1.00,17.32,17.32,0.86,0,158.82,158.2,146,SLAB
a327ab58-8b35-eff0-0000-000000002d6c,Element,0.64,7.04,1.00,17.89,17.89,0.79,0,158.74,158.1,76,SLAB
a327ab58-8b35-eff0-0000-000000002e26,Element,0.39,2.98,0.68,5.93,5.93,0.33,0,164.26,163.87,32,SLAB
a327ab58-8b35-eff0-0000-000000002e56,Element,0.65,8.86,0.68,17.19,17.19,0.99,0,163.71,163.06,68,SLAB
a327ab58-8b35-eff0-0000-000000002e5c,Element,1.35,24.98,0.68,48.05,48.05,2.79,0,167.51,166.16,152,SLAB
a327ab58-8b35-eff0-0000-000000002ec2,Element,0.7,8.86,1.00,21.75,21.75,1.08,0,163.66,162.96,176,SLAB
a327ab58-8b35-eff0-0000-000000002ec8,Element,1.4,24.98,1.00,60.87,60.87,3.05,0,167.46,166.06,386,SLAB
a327ab58-8b35-eff0-0000-000000002ece,Element,0.72,8.86,1.00,22.47,22.47,0.99,0,163.58,162.86,92,SLAB
a327ab58-8b35-eff0-0000-000000002ed4,Element,1.42,24.98,1.00,62.92,62.92,2.80,0,167.38,165.96,204,SLAB
a327ab58-8b35-eff0-0000-000000002f22,Element,1.35,24.98,0.68,48.05,48.05,2.78,0,167.51,166.16,152,SLAB
a327ab58-8b35-eff0-0000-000000002f58,Element,1.4,24.98,1.00,60.87,60.87,3.05,0,167.46,166.06,386,SLAB
a327ab58-8b35-eff0-0000-000000002f5e,Element,1.42,24.98,1.00,62.92,62.92,2.80,0,167.38,165.96,204,SLAB
a327ab58-8b35-eff0-0000-000000002f88,Element,1.07,17.29,0.80,33.30,33.30,1.93,0,162.61,161.54,454,SLAB
a327ab58-8b35-eff0-0000-000000002fb8,Element,0.58,7.18,0.68,13.98,13.98,0.80,0,163.3,162.72,194,SLAB
a327ab58-8b35-eff0-0000-000000002fee,Element,0.64,7.19,1.00,17.69,17.69,0.88,0,163.25,162.62,514,SLAB
a327ab58-8b35-eff0-0000-000000002ff4,Element,0.66,7.19,1.00,18.27,18.27,0.81,0,163.17,162.52,288,SLAB
a327ab58-8b35-eff0-0000-00000000300c,Element,1.12,17.33,1.12,42.23,42.23,2.11,0,162.56,161.44,1318,SLAB
a327ab58-8b35-eff0-0000-000000003012,Element,1.14,17.33,1.12,43.65,43.65,1.94,0,162.48,161.34,684,SLAB
a327ab58-8b35-eff0-0000-000000003072,Element,0.3,4.75,0.70,9.03,9.03,0.51,0,162.87,162.57,56,SLAB
a327ab58-8b35-eff0-0000-0000000030a2,Element,0.6,11.68,0.80,22.52,22.52,1.30,0,160.85,160.25,146,SLAB
a327ab58-8b35-eff0-0000-0000000030d2,Element,0.61,11.84,0.80,22.49,22.49,1.30,0,161.27,160.66,140,SLAB
a327ab58-8b35-eff0-0000-000000003108,Element,0.7,12.96,1.14,30.87,30.87,1.54,0,161.26,160.56,422,SLAB
a327ab58-8b35-eff0-0000-00000000310e,Element,0.72,12.96,1.14,31.90,31.90,1.42,0,161.18,160.46,204,SLAB
a327ab58-8b35-eff0-0000-000000003126,Element,0.65,11.56,1.11,28.19,28.19,1.41,0,160.8,160.15,418,SLAB
a327ab58-8b35-eff0-0000-00000000312c,Element,0.67,11.56,1.11,29.13,29.13,1.29,0,160.72,160.05,208,SLAB
a327ab58-8b35-eff0-0000-00000000314a,Element,0.71,14.41,1.16,35.12,35.12,1.75,0,160.9,160.18,474,SLAB
a327ab58-8b35-eff0-0000-000000003150,Element,0.73,14.41,1.16,36.29,36.29,1.61,0,160.82,160.08,236,SLAB
a327ab58-8b35-eff0-0000-000000003162,Element,0.44,4.91,1.02,11.40,11.40,0.56,0,161.1,160.65,168,SLAB
a327ab58-8b35-eff0-0000-000000003168,Element,0.46,4.91,1.02,11.76,11.76,0.51,0,161.02,160.55,90,SLAB
a327ab58-8b35-eff0-0000-0000000031aa,Element,0.31,5.4,0.70,10.40,10.40,0.59,0,163.14,162.83,98,SLAB
a327ab58-8b35-eff0-0000-0000000032d6,Element,0.67,13.49,0.39,11.14,11.14,0.52,0,160.86,160.19,98,SLAB
a327ab58-8b35-eff0-0000-000000003348,Element,0.47,21.19,1.08,51.62,51.62,2.59,0,160.75,160.28,528,SLAB
a327ab58-8b35-eff0-0000-00000000334e,Element,0.49,21.19,1.08,53.36,53.36,2.38,0,160.67,160.18,272,SLAB
a327ab58-8b35-eff0-0000-0000000033a2,Element,0.39,16.36,1.18,39.76,39.76,1.99,0,160.9,160.52,424,SLAB
a327ab58-8b35-eff0-0000-0000000033a8,Element,0.41,16.36,1.18,41.09,41.09,1.83,0,160.82,160.42,208,SLAB
a327ab58-8b35-eff0-0000-0000000033d2,Element,0.33,14.8,0.87,28.36,28.36,1.64,0,161.18,160.86,152,SLAB
a327ab58-8b35-eff0-0000-000000003408,Element,0.38,15.24,1.20,36.83,36.83,1.84,0,161.14,160.76,498,SLAB
a327ab58-8b35-eff0-0000-00000000340e,Element,0.4,15.24,1.20,38.06,38.06,1.69,0,161.06,160.66,248,SLAB
a327ab58-8b35-eff0-0000-00000000346e,Element,0.5,28.53,1.38,54.51,54.51,3.16,0,160.75,160.25,290,SLAB
a327ab58-8b35-eff0-0000-0000000034a4,Element,0.31,1,0.71,1.45,1.45,0.06,0,160.46,160.16,86,SLAB
a327ab58-8b35-eff0-0000-0000000034aa,Element,0.33,1,0.71,1.47,1.47,0.06,0,160.38,160.06,50,SLAB
a327ab58-8b35-eff0-0000-0000000034bc,Element,0.5,24.62,1.49,59.28,59.28,2.97,0,160.69,160.19,742,SLAB
a327ab58-8b35-eff0-0000-0000000034c2,Element,0.52,24.62,1.49,61.28,61.28,2.73,0,160.61,160.09,372,SLAB
a327ab58-8b35-eff0-0000-0000000034fe,Element,0.84,12.56,0.75,24.24,24.24,1.40,0,162.37,161.53,326,SLAB
a327ab58-8b35-eff0-0000-00000000352e,Element,0.59,7.22,0.68,14.06,14.06,0.81,0,163.3,162.71,178,SLAB
a327ab58-8b35-eff0-0000-000000003564,Element,0.64,7.22,1.00,17.76,17.76,0.88,0,163.25,162.61,494,SLAB
a327ab58-8b35-eff0-0000-00000000356a,Element,0.66,7.22,1.00,18.34,18.34,0.81,0,163.17,162.51,272,SLAB
a327ab58-8b35-eff0-0000-000000003582,Element,0.9,12.61,1.07,30.79,30.79,1.54,0,162.32,161.43,950,SLAB
a327ab58-8b35-eff0-0000-000000003588,Element,0.92,12.61,1.07,31.81,31.81,1.41,0,162.24,161.33,480,SLAB
a327ab58-8b35-eff0-0000-000000004929,Element,0.37,14.99,0.26,13.73,13.73,0.80,0,169.72,169.36,54,SLAB
a327ab58-8b35-eff0-0000-00000000492e,Element,0.38,15.02,0.95,37.16,37.16,2.40,0,169.69,169.31,74,SLAB
a327ab58-8b35-eff0-0000-000000004930,Element,0.78,14.86,0.93,59.03,59.03,4.31,0,169.24,168.46,106,SLAB
a327ab58-8b35-eff0-0000-000000004932,Element,0.45,15.15,1.02,38.22,38.22,1.70,0,169.95,169.5,96,SLAB
a327ab58-8b35-eff0-0000-000000004933,Element,0.43,15.15,1.02,36.98,36.98,1.85,0,170.03,169.6,200,SLAB
a327ab58-8b35-eff0-0000-000000004938,Element,0.38,14.87,0.70,28.67,28.67,1.66,0,169.27,168.9,86,SLAB
a327ab58-8b35-eff0-0000-00000000494e,Element,0.45,24.98,0.29,22.81,22.81,1.33,0,169.6,169.15,96,SLAB
a327ab58-8b35-eff0-0000-000000004953,Element,0.46,25.03,0.98,61.71,61.71,4.00,0,169.56,169.1,122,SLAB
a327ab58-8b35-eff0-0000-000000004955,Element,0.86,24.76,0.97,97.99,97.99,7.18,0,169.11,168.25,138,SLAB
a327ab58-8b35-eff0-0000-000000004957,Element,0.53,25.25,1.05,63.55,63.55,2.83,0,169.82,169.29,168,SLAB
a327ab58-8b35-eff0-0000-000000004958,Element,0.51,25.25,1.05,61.47,61.47,3.08,0,169.9,169.39,342,SLAB
a327ab58-8b35-eff0-0000-00000000495d,Element,0.46,24.78,0.73,47.64,47.64,2.76,0,169.15,168.69,110,SLAB
a327ab58-8b35-eff0-0000-000000004974,Element,0.45,24.98,0.29,22.81,22.81,1.33,0,169.39,168.94,96,SLAB
a327ab58-8b35-eff0-0000-000000004979,Element,0.46,25.03,0.98,61.71,61.71,4.00,0,169.35,168.89,110,SLAB
a327ab58-8b35-eff0-0000-00000000497b,Element,0.86,24.76,0.97,98.00,98.00,7.18,0,168.9,168.04,154,SLAB
a327ab58-8b35-eff0-0000-00000000497d,Element,0.53,25.25,1.05,63.55,63.55,2.83,0,169.61,169.09,168,SLAB
a327ab58-8b35-eff0-0000-00000000497e,Element,0.51,25.25,1.05,61.48,61.48,3.08,0,169.69,169.19,336,SLAB
a327ab58-8b35-eff0-0000-000000004983,Element,0.46,24.79,0.73,47.64,47.64,2.76,0,168.94,168.48,110,SLAB
a327ab58-8b35-eff0-0000-00000000499a,Element,0.45,24.98,0.29,22.81,22.81,1.33,0,169.18,168.73,106,SLAB
a327ab58-8b35-eff0-0000-00000000499f,Element,0.46,25.03,0.98,61.71,61.71,4.00,0,169.14,168.68,128,SLAB
a327ab58-8b35-eff0-0000-0000000049a1,Element,0.86,24.76,0.97,98.00,98.00,7.18,0,168.69,167.83,176,SLAB
a327ab58-8b35-eff0-0000-0000000049a3,Element,0.53,25.25,1.05,63.55,63.55,2.83,0,169.41,168.88,168,SLAB
a327ab58-8b35-eff0-0000-0000000049a4,Element,0.51,25.25,1.05,61.48,61.48,3.08,0,169.49,168.98,336,SLAB
a327ab58-8b35-eff0-0000-0000000049a9,Element,0.46,24.79,0.73,47.64,47.64,2.76,0,168.73,168.27,122,SLAB
a327ab58-8b35-eff0-0000-0000000049c0,Element,0.45,24.98,0.29,22.81,22.81,1.33,0,168.97,168.52,92,SLAB
a327ab58-8b35-eff0-0000-0000000049c5,Element,0.46,25.03,0.98,61.71,61.71,4.00,0,168.93,168.47,110,SLAB
a327ab58-8b35-eff0-0000-0000000049c7,Element,0.86,24.76,0.97,98.00,98.00,7.18,0,168.48,167.63,150,SLAB
a327ab58-8b35-eff0-0000-0000000049c9,Element,0.53,25.25,1.05,63.55,63.55,2.83,0,169.2,168.67,184,SLAB
a327ab58-8b35-eff0-0000-0000000049ca,Element,0.51,25.25,1.05,61.48,61.48,3.08,0,169.28,168.77,372,SLAB
a327ab58-8b35-eff0-0000-0000000049cf,Element,0.46,24.78,0.73,47.64,47.64,2.76,0,168.52,168.06,98,SLAB
a327ab58-8b35-eff0-0000-0000000049e5,Element,0.45,24.98,0.29,22.81,22.81,1.33,0,168.76,168.31,112,SLAB
a327ab58-8b35-eff0-0000-0000000049ea,Element,0.46,25.03,0.98,61.71,61.71,4.00,0,168.72,168.26,128,SLAB
a327ab58-8b35-eff0-0000-0000000049ec,Element,0.86,24.76,0.97,98.00,98.00,7.18,0,168.28,167.42,176,SLAB
a327ab58-8b35-eff0-0000-0000000049ee,Element,0.53,25.25,1.05,63.55,63.55,2.83,0,168.99,168.46,152,SLAB
a327ab58-8b35-eff0-0000-0000000049ef,Element,0.51,25.25,1.05,61.47,61.47,3.08,0,169.07,168.56,318,SLAB
a327ab58-8b35-eff0-0000-0000000049f4,Element,0.46,24.79,0.73,47.64,47.64,2.76,0,168.31,167.85,128,SLAB
a327ab58-8b35-eff0-0000-000000004a0b,Element,0.45,24.98,0.29,22.81,22.81,1.33,0,168.55,168.1,96,SLAB
a327ab58-8b35-eff0-0000-000000004a10,Element,0.46,25.03,0.98,61.71,61.71,4.00,0,168.51,168.05,110,SLAB
a327ab58-8b35-eff0-0000-000000004a12,Element,0.86,24.76,0.97,98.00,98.00,7.18,0,168.07,167.21,148,SLAB
a327ab58-8b35-eff0-0000-000000004a14,Element,0.53,25.25,1.05,63.55,63.55,2.83,0,168.78,168.25,190,SLAB
a327ab58-8b35-eff0-0000-000000004a15,Element,0.51,25.25,1.05,61.48,61.48,3.08,0,168.86,168.35,372,SLAB
a327ab58-8b35-eff0-0000-000000004a1a,Element,0.46,24.79,0.73,47.64,47.64,2.76,0,168.1,167.64,116,SLAB
a327ab58-8b35-eff0-0000-000000004a31,Element,0.45,24.98,0.29,22.81,22.81,1.33,0,168.34,167.89,96,SLAB
a327ab58-8b35-eff0-0000-000000004a36,Element,0.46,25.03,0.98,61.71,61.71,4.00,0,168.3,167.84,110,SLAB
a327ab58-8b35-eff0-0000-000000004a38,Element,0.86,24.76,0.97,98.00,98.00,7.18,0,167.86,167,148,SLAB
a327ab58-8b35-eff0-0000-000000004a3a,Element,0.53,25.25,1.05,63.55,63.55,2.83,0,168.57,168.04,174,SLAB
a327ab58-8b35-eff0-0000-000000004a3b,Element,0.51,25.25,1.05,61.48,61.48,3.08,0,168.65,168.14,336,SLAB
a327ab58-8b35-eff0-0000-000000004a40,Element,0.46,24.79,0.73,47.64,47.64,2.76,0,167.89,167.43,110,SLAB
a327ab58-8b35-eff0-0000-000000004a59,Element,0.45,24.98,0.29,22.81,22.81,1.33,0,168.13,167.68,86,SLAB
a327ab58-8b35-eff0-0000-000000004a5e,Element,0.46,25.03,0.98,61.71,61.71,4.00,0,168.09,167.63,98,SLAB
a327ab58-8b35-eff0-0000-000000004a60,Element,0.86,24.76,0.97,97.99,97.99,7.18,0,167.65,166.79,132,SLAB
a327ab58-8b35-eff0-0000-000000004a61,Element,0.4,10.1,1.01,25.55,25.55,1.13,0,168.23,167.83,74,SLAB
a327ab58-8b35-eff0-0000-000000004a62,Element,0.38,10.1,1.01,24.74,24.74,1.23,0,168.31,167.93,138,SLAB
a327ab58-8b35-eff0-0000-000000004a67,Element,0.46,24.78,0.73,47.64,47.64,2.76,0,167.68,167.22,98,SLAB
a327ab58-8b35-eff0-0000-000000004a80,Element,0.45,24.98,0.29,22.81,22.81,1.33,0,167.92,167.47,102,SLAB
a327ab58-8b35-eff0-0000-000000004a85,Element,0.46,25.03,0.98,61.71,61.71,4.00,0,167.88,167.42,110,SLAB
a327ab58-8b35-eff0-0000-000000004a87,Element,0.86,24.76,0.97,98.00,98.00,7.18,0,167.44,166.58,148,SLAB
a327ab58-8b35-eff0-0000-000000004a8b,Element,0.46,24.79,0.73,47.64,47.64,2.76,0,167.47,167.01,122,SLAB
a327ab58-8b35-eff0-0000-000000004aa4,Element,0.45,24.98,0.29,22.81,22.81,1.33,0,167.71,167.26,102,SLAB
